"start","end","text"
"1345060","1346340"," Я чуть скривил губы."
"1346980","1350460"," Иными словами, Озман назвал меня злопамятным, напомнил. "
"1351020","1353600"," «Ошибся и ты, сказав, что едва я склонюсь,"
"1353680","1354520"," он будет доволен»."
"1355320","1358620"," «Не буду отрицать, лишь напомню, что я советовал"
"1358620","1361820"," вам продержаться не меньше пяти вдохов, и мой"
"1361820","1364840"," совет был дан исходя из неверной оценки вашей"
"1364840","1365220"," силы."
"1365900","1369220"," Вы не продержались, сопротивляясь из последних сил, а"
"1369220","1372360"," поддались, решив, что хватит, и решив, что хватит"
"1372360","1373340"," и одного колена. "
"1374080","1376900"," Вартол тоже это понял и вспыхнул злостью."
"1377460","1380080"," «Не буду отрицать», — вернул я ему его"
"1380080","1380380"," слова."
"1381160","1384000"," «Тот момент намного открыл мне глаза, глава. "
"1384540","1385480"," Тот ваш взгляд»."
"1385480","1387620"," Озман покачал головой."
"1388060","1390560"," «Я решил было, что сейчас все рухнет и"
"1390560","1392200"," в городе начнется сражение. "
"1392700","1396060"," Но нет, через миг даже ваш взгляд изменился."
"1396800","1399400"," Стал именно таким, каким должен был быть в"
"1399400","1400220"," том положении."
"1400940","1402700"," Но меня больше не обмануть, глава. "
"1403280","1405480"," Один раз я уже недооценил вас."
"1405960","1408600"," Теперь такой ошибки не совершу»."
"1408600","1411560"," Вартол решил, что в толпе зевак скрывалось трое"
"1411560","1412740"," ваших телохранителей. "
"1412740","1416060"," Именно так он позже объяснил свое прозрение и"
"1416060","1417620"," прозрение старейшин-стражи."
"1417920","1419620"," «А что скажешь ты?"
"1420140","1424060"," Сколько телохранителей скрывалось в толпе?» Озман помедлил"
"1424060","1424680"," и выдохнул."
"1424960","1428240"," «Ни одного, глава», — подался вперед, впившись в"
"1428240","1428880"," меня взглядом. "
"1429340","1433980"," «Вы предводитель, но вы способны убить Вартола, пикового"
"1433980","1434660"," властелина."
"1435280","1438080"," Это смерть от вашей руки», ощутил его прозрение."
"1438540","1441700"," «Я прав, глава?» Я ушел от ответа. "
"1442120","1444920"," «Так значит, ты приписываешь мне безумную силу."
"1445320","1448740"," Что еще?» Озман все же улыбнулся, не"
"1448740","1449540"," став настаивать."
"1450280","1453600"," «Если говорить про безумие, то я хотел бы"
"1453600","1455320"," вернуться к вашему взгляду, глава. "
"1456120","1458340"," На миг мне показалось, что вы на самом"
"1458340","1462060"," деле безумны, и лишь носите маску спокойствия, скрывая"
"1462060","1462700"," свою суть."
"1463340","1465600"," Затем я решил, что вы с такой силой"
"1465600","1470500"," используете какие-то извращенные формы, которые временами оказывают"
"1470500","1472300"," побочный эффект на ваш разум."
"1472960","1476640"," Мелькнула мысль и о ярости, зверином раже, которая"
"1476640","1478840"," действует на вас из-за вашей родословной. "
"1479880","1483000"," Чем больше говорил Озман, тем сильнее поднимал я"
"1483000","1484920"," брови, не скрывая своего изумления."
"1485620","1487720"," Вот уж приписал, так приписал."
"1488660","1492200"," Но для одного вы слишком умны, для другого"
"1492200","1495580"," слишком быстро справились с яростью, для третьего слишком"
"1495580","1498760"," хорошо притворяетесь и слишком хорошо держите себя в"
"1498760","1499120"," руках. "
"1499900","1502360"," Подумав, я пришел к выводу, что вы, глава,"
"1502740","1505840"," из тех идущих, которые рано или поздно начинают"
"1505840","1507220"," жить только ради схваток."
"1507740","1510180"," Вы из тех, кто дернет мада за хвост,"
"1510340","1513280"," только чтобы сразиться с ним, а затем будете"
"1513280","1516520"," хохотать от восторга над его тушей, не обращая"
"1516520","1517800"," внимания на свои раны."
"1518360","1521760"," Я невольно сглотнул, словно наяву увидев пещеру Черной"
"1521760","1525920"," горы, того самого мада, себя раненого, и услышал"
"1525920","1529140"," свои вопли, которыми я праздновал свою победу и"
"1529140","1529720"," выживание. "
"1530560","1532380"," Не там ли я заложил в себе эту"
"1532380","1535520"," самую жажду схватки, которая позволяет стать сильней?"
"1536420","1538240"," Да, это не действует ни с кем больше,"
"1538380","1541180"," кроме закалок из нулевого, которые не могут стать"
"1541180","1545140"," воинами, не могут прорваться через последнюю преграду, но..."
"1545140","1548920"," Но кто сказал, что именно это не толкает"
"1548920","1551660"," меня вперед, вперед и вперед, все выше и"
"1551660","1552580"," все ближе к небу?"
"1553360","1556340"," Дернув щекой, я спросил, — не слишком ли"
"1556340","1557700"," отличается от безумия?"
"1558380","1560820"," — Сильно, — не согласился Озман."
"1561300","1562740"," — Повторю свои слова."
"1563380","1567220"," Вы осознаете этот свой недостаток и держите себя"
"1567220","1570880"," в руках, отчетливо понимая, когда можно дать себе"
"1570880","1572420"," волю, а когда нет. "
"1573000","1576200"," Вы знаете, когда можно рискнуть жизнью, а когда"
"1576200","1578980"," нужно встать на колени и молить о пощаде,"
"1578980","1580840"," или бежать прочь, сломя голову."
"1581420","1583260"," Именно это я увидел в тот день."
"1584040","1586640"," Безумец не способен так по-разному поступать в"
"1586640","1590340"," одинаковых ситуациях, и безумец не способен вести себя"
"1590340","1592280"," так, как вы вели себя сегодня. "
"1593040","1593920"," — Сегодня..."
"1593920","1595120"," — я улыбнулся."
"1595760","1598620"," — Мне особенно интересно, глава знающих, что ты"
"1598620","1599920"," расскажешь мне о сегодня."
"1600680","1604640"," Озман поджал губы, поищурился, впившись в меня взглядом. "
"1605420","1608140"," Это длилось вдохов в десять, пока он не"
"1608140","1610060"," раз сжал губы, начав говорить."
"1610700","1612860"," — Повторюсь, вы не безумец, глава."
"1613340","1616000"," В вас нет и ярости зверей, а для"
"1616000","1618480"," тех же демонических форм вы слишком умные. "
"1619420","1623120"," Сегодня вы раз за разом обостряли разговор, упорно"
"1623120","1625440"," и последовательно ведя все к одной цели."
"1626100","1629380"," Вы очень и очень хотели, чтобы Орденцы оскорбились"
"1629380","1629860"," и ушли."
"1630440","1631920"," Вот что было вашей целью. "
"1632520","1634740"," А ты считаешь, что мне нужно было забирать"
"1634740","1635200"," их всех?"
"1636040","1637920"," Я советник лишь на слова, глава."
"1638400","1641020"," Я тот, кто приносит вам слухи, новости и"
"1641020","1641440"," знания."
"1642080","1645860"," Решать вы должны сами, или пользуйтесь советами другого"
"1645860","1646520"," советника. "
"1647220","1650080"," Насколько хорош я в добыче знаний, настолько же"
"1650080","1650880"," плох в советах."
"1651600","1652460"," Я заметил."
"1652880","1655560"," Как по мне, то ты чересчур сильно принижаешь"
"1655560","1655820"," себя. "
"1656500","1657440"," Но не беспокойся."
"1657980","1659400"," Советник сегодня прибыл."
"1659840","1661220"," Я вас познакомлю чуть позже. "
"1661960","1664620"," Сейчас же я хочу услышать твое мнение, Озман"
"1664620","1665540"," из знающих."
"1666280","1669520"," Он помолчал, затем качнул головой из стороны в"
"1669520","1669780"," сторону."
"1670460","1673400"," Нет, вы не должны были забирать их всех,"
"1673580","1673880"," глава. "
"1674480","1677040"," Как по мне, вы прошлись по грани и"
"1677040","1679560"," оставили себе именно столько, чтобы не привлечь к"
"1679560","1682580"," себе излишнего внимания верных императору людей."
"1683140","1688800"," Так, удачливая выскочка, сумевший урвать себе немного остатков."
"1689800","1693180"," Озман говорил это все медленней и медленней, затем"
"1693180","1694240"," и вовсе замолчал. "
"1695000","1697380"," Я также молча наклонил голову к плечу, не"
"1697380","1698300"," понимая, что с ним."
"1698820","1702460"," Печати в порядке, равномерно светятся, даже не думая"
"1702460","1702980"," вспыхивать."
"1703800","1705340"," Озман вдруг выдохнул. "
"1705940","1707820"," Вы забрали их всех."
"1708660","1710860"," Вы забрали их всех, глава."
"1711500","1713960"," Он снова подался вперед, на этот раз с"
"1713960","1715980"," каким-то восхищением вглядываясь в меня. "
"1716940","1720100"," Вы не хотели брать их всех, изо всех"
"1720100","1723360"," сил пытались с ними поссориться, всерьез, а не"
"1723360","1723920"," делая вид."
"1724480","1726240"," Но у вас не вышло сделать это во"
"1726240","1728600"," дворе, а затем..."
"1728600","1730860"," Озман выпрямился, огляделся."
"1731800","1734380"," Мы сидели под двумя формациями в том же"
"1734380","1736240"," самом многострадальном зале. "
"1736980","1739640"," Его пытались привести в порядок, но свежий пол"
"1739640","1742480"," на месте уничтоженного бросался в глаза, как и"
"1742480","1744900"," прочие следы вроде той же пыли и прочего."
"1745800","1749900"," Это не просто недопонимание или выражение недовольства, как"
"1749900","1753100"," выставили эти олухи из рабочих, выдохнул Озман."
"1753840","1758020"," Это почти что полноценная схватка, когда обе стороны"
"1758020","1760320"," вынужденно ограничивали свои возможности. "
"1761080","1764540"," Здесь вы заполучили верность их всех, или почти"
"1764540","1764980"," всех."
"1765640","1767580"," Что вы могли сказать для подобного?"
"1768200","1771140"," Что вы могли сделать Орденцам Небесного Меча, которые"
"1771140","1774740"," половину столетия фанатично пытались искупить вину своих старших?"
"1775460","1779020"," Он обернулся на меня, бледный, с горящими глазами,"
"1779580","1780760"," взглотнув, выдохнул."
"1780760","1783280"," Вы дали им новую цель?"
"1784180","1786520"," Не дожидаясь моего ответа, ответил сам. "
"1786920","1788360"," Да, я прав."
"1789280","1793440"," Вы нашли среди них настоящего предателя и дали"
"1793440","1794400"," им новую цель."
"1795120","1797720"," Вы убедили их свергнуть Температора. "
"1798740","1798960"," Я "
