"start","end","text"
"1368110","1371250"," Морозной Гряды пратьем, не вставал на колени, когда"
"1371250","1374050"," меня догнали на болоте старейшины Ордена Морозной Гряды,"
"1374550","1376850"," не вставал на колени перед Темным и даже"
"1376850","1380490"," перед Изардом, духом города Тысячи Этажей, а уж"
"1380490","1382670"," сильнее его я пока не встречал идущих."
"1383330","1386870"," Велитель стихии, древний дух, дух целого города."
"1387710","1389850"," Правда, я не знаю, сколько у него звезд,"
"1390230","1393350"," вернее, испытаний, но не сомневаюсь, что он достиг"
"1393350","1394470"," именно этого ранга. "
"1395090","1397650"," Так что еще вопрос, не являюсь ли я"
"1397650","1400070"," со стороны столь же жестоким человеком, как и"
"1400070","1400610"," Рамвелор?"
"1401130","1404710"," Взять ту же бессердечную Сукулаю, которую я вместе"
"1404710","1407490"," с ее людьми наказал служением семье Пеатрия."
"1407950","1410990"," Уверен, расскажи я эту историю целиком сотне человек,"
"1411550","1414050"," половина не меньше скажут, что я наказал их"
"1414050","1414530"," ни за что."
"1415190","1417810"," Как сейчас сам говорю про наказание Ордена Небесного"
"1417810","1420510"," Меча, которое длится уже половину столетия. "
"1421290","1424550"," Рамвелор мог и хотел наказать Орден Небесного Меча"
"1424550","1425270"," за смерть сына."
"1425730","1426990"," Поэтому взял и наказал."
"1426990","1430550"," И многие фракции Империи с радостью бросились исполнять"
"1430550","1433230"," этот приказ, щедро добавляя в него от себя. "
"1434130","1435610"," Все решает только сила."
"1436250","1440030"," Сохрани Орден Небесного Меча сильнейших идущих, доступ к"
"1440030","1442790"," своим землям, и все, возможно, повернулось бы по "
"1442790","1443170","-другому."
"1443970","1446110"," Мы и пробуем сейчас повернуть все по-другому. "
"1446510","1448050"," И для начала нужно стать сильней."
"1448630","1450470"," Всем вместе и каждому по отдельности."
"1451070","1454630"," И сильнейшим должен стать глава Сломанного Клинка, тайный"
"1454630","1456890"," молодой магистр Ордена Небесного Меча. "
"1457490","1460490"," Он должен для начала выковать хотя бы себя."
"1461510","1464270"," Расширенные меридианы — это замечательно, но их нужно"
"1464270","1466290"," испытать хотя бы в деле, хотя бы в"
"1466290","1466730"," схватке."
"1467210","1468490"," Настоящие, а не в тренировке. "
"1469050","1470750"," Настоящие, а не в одной из тех, что"
"1470750","1471770"," я провожу в жетоне."
"1472350","1474630"," Там и враги у меня уже слабоваты, да"
"1474630","1477410"," и поднадоели за столько лет сражений растянутого времени."
"1478290","1481490"," Среднее зелье Ростка-Средоточье уже закончило свое действие. "
"1482010","1485710"," Принять следующее означает остаться в лагере семьи, потому"
"1485710","1487390"," что с этим зельем я не могу год"
"1487390","1488570"," посещать Зона Запрета."
"1489170","1491390"," Я не могу себе этого позволить, не сейчас,"
"1491890","1494630"," хотя очень бы этого хотел, потому что Зона"
"1494630","1497950"," Запрета заставляет меня отложить не только зелья древних,"
"1498330","1501050"," но и тренировки, которые должны меня изменить."
"1501890","1505750"," Как изменится Круговорот, вернее, Круговороты с моими расширенными"
"1505750","1508330"," меридианами, по которым я проведу циркуляции?"
"1508990","1511210"," Сколько сил я смогу влить в барьер пребоя"
"1511210","1511530"," с ними?"
"1512130","1514410"," Сумею ли я выпустить змеев стихии в Зонах"
"1514410","1516690"," Запрета, создав новый вид тренировки?"
"1517190","1520010"," Помогут ли мне орденские методики закалки души?"
"1520590","1523670"," Действует ли она на истинных мастеров указов, или"
"1523670","1526650"," то, что дано талантам и родителями сильная душа,"
"1526670","1528230"," не может быть улучшено до предела?"
"1528650","1530050"," С чем родился, с тем и живи. "
"1530590","1532430"," Но на самом ли деле я получил настолько"
"1532430","1533910"," сильную душу от рождения?"
"1534730","1537270"," Я в этом сильно сомневался, несмотря на тело,"
"1537330","1540050"," идущее вслед за душой и прочее, и намеревался"
"1540050","1540530"," проверить."
"1541030","1543770"," Но для этого нужны самые опасные Зоны Запрета,"
"1544270","1545450"," Зоны Запрета Жизни."
"1546110","1548790"," Они здесь есть, это точно, не могут не"
"1548790","1548990"," быть. "
"1549570","1552230"," Они есть везде, где хранятся ключи полей битв."
"1552690","1554070"," А этих самых ключей много."
"1554730","1557930"," Древние не любили жить тесно, везде ставили порталы"
"1557930","1560830"," путей, а когда на их земли хлынули сектанты,"
"1561210","1563310"," сделали так, что каждый шаг стал для них"
"1563310","1563950"," смертельным. "
"1564590","1567670"," Сектанты сумели получить доступ к путям, а древние"
"1567670","1569290"," сумели все эти пути сломать."
"1569850","1573070"," Затем подняли барьеры и Зоны Запретов, превратив огромное"
"1573070","1576410"," пространство поясов в сотню лабиринтов, набитых големами и"
"1576410","1577490"," прочими опасностями."
"1578070","1581150"," Пройдя один такой до конца, и получишь возможность"
"1581150","1584130"," снять запреты, получить немного безопасных земель. "
"1584130","1586850"," На самом деле, это не более чем иллюзия."
"1587430","1590450"," Древние заманивали сектантов, истощая их силы и число,"
"1590930","1593030"," чтобы в конце ударить по ним лично или"
"1593030","1595730"," завести их в Зоны Запрета Жизни, формацией, где"
"1595730","1597490"," в действие вступал указ смерть."
"1598010","1600910"," Прообраз того, что обрушил на земли Альянса тысячи"
"1600910","1603690"," сект, последний император Империи Сынов Неба. "
"1604350","1607530"," Там, где сектанты были сильнее погибших владельцев городов,"
"1607690","1610530"," поместья и прочего, они сумели добиться успеха."
"1610930","1613370"," Но во всех остальных местах они погибли, не"
"1613370","1614610"," сумев добраться до ключей."
"1615210","1619070"," Древние, сгинув в огне, охватившем столичный округ, отомстили"
"1619070","1619770"," за свою смерть. "
"1620530","1622910"," Успех ждал секта лишь на части земель шестого"
"1622910","1626610"," пояса, куда, уходя от указа смерти императора, пришли"
"1626610","1627230"," боги сект."
"1627710","1630150"," В остальных местах уже четыре сотни лет властвуют"
"1630150","1633030"," великие поля битвы, где уже не сектантам, а"
"1633030","1636090"," потомкам древних приходится сражаться против ловушек предков."
"1636950","1639930"," Я, прислушиваясь к суете в лагере, поднял голову,"
"1639950","1642570"," вглядываясь вдаль, в границу, где смокалось небо и"
"1642570","1645950"," земля, где выселись далекие горы, к подножию которых"
"1645950","1646910"," мы должны пройти. "
"1647810","1651150"," Ложные горы, если верить недавнему рассказу Седова, в"
"1651150","1652850"," чем опыте я не мог сомневаться."
"1653550","1655610"," За свою недолгую жизнь я побывал в двух"
"1655610","1659090"," городах древних, которые выстояли против сектантов, и в"
"1659090","1660390"," которых выжили их духи."
"1660910","1662510"," То, что я видел перед собой, и то,"
"1662550","1665470"," что мы должны были пройти, выглядело странной смесью"
"1665470","1667830"," обоих городов и моих дорог через них. "
"1668550","1671550"," Смесь миражного с его ложными обликами города, когда"
"1671550","1674570"," с улицы ты видишь полуразрушенное крошечное здание среди"
"1674570","1677910"," сухой травы, а переступив за границу поместья, оказываешься"
"1677910","1681830"," в бушующей зелени сада, посреди которого возвышается громадина"
"1681830","1684910"," в несколько этажей, и смесь города тысячи этажей"
"1684910","1687990"," с его големами и лабиринтом переходов, среди которых"
"1687990","1689590"," есть только один верный путь."
"1690250","1693250"," Снова и снова задумаешься, а точно ли случайно"
"1693250","1695590"," мне выпали на пути именно эти два города"
"1695590","1696050"," древних?"
"1696550","1698850"," Не был ли мой путь возвышения лишь подготовкой"
"1698850","1701450"," к этому дню, к этому каменному лабиринту?"
"1702110","1703710"," Я не знал ответа на этот вопрос."
"1704190","1707150"," Возможно, ответ могла бы узнать Лейла, задав его"
"1707150","1709590"," небо, но она точно не стала бы делиться"
"1709590","1710190"," им со мной. "
"1710770","1713650"," Я знаю, я пробовал упростить себе так дорогу."
"1714310","1716870"," Кстати, тут поневоле напрашивается еще один вопрос."
"1717330","1719650"," А так ли случайно оказалась разделена наша семья?"
"1720150","1722490"," Так ли случайно я лишился той, что рано"
"1722490","1726410"," или поздно могла эту дорогу упростить, случайно проговорившись"
"1726410","1726870"," о чем-то?"
"1727550","1731070"," Я поднял голову еще выше, к небу, растянул"
"1731070","1732830"," непослушные губы в кривую ухмылке. "
"1733350","1735530"," Не переоцениваю ли я свою персону?"
"1735870","1737890"," Кто бы дал мне ответ на этот вопрос?"
"1738770","1741230"," Небо молчало, но так и я, не говорящий"
"1741230","1741650"," с небом."
"1742190","1744330"," Молчали и облака, плывущие по нему."
"1744890","1747890"," Ни звука грома, ни вспышки молний, ни путеводного"
"1747890","1751810"," луча солнца, пробившегося облака и указавшего вход в"
"1751810","1752290"," лабиринты. "
"1752850","1753330"," Сам."
"1753690","1754330"," Все сам."
"1754990","1755750"," Оно и к лучшему. "
"1756610","1757150"," — Глава!"
"1757690","1759170"," — я обернулся к Рогедону."
"1759710","1761670"," Тот резко кивнул и отрывисто сообщил."
"1761810","1762570"," — Готово!"
"1763010","1765170"," Я оглядел всех, кто пошел со мной. "
"1765750","1766410"," Многовато."
"1766950","1769650"," Или, вернее, будет сказать, что орденцев маловато для"
"1769650","1770010"," нужного."
"1770730","1771090"," Ладно. "
"1771710","1775070"," Старейшины, включая самого Рогедона, на людей которого должна"
"1775070","1777930"," лечь самая тяжелая часть, уверяли меня, что их"
"1777930","1778470"," достаточно."
"1779110","1781510"," Я повторил кивок старейшины и вслух приказал."
"1781830","1782590"," — Выступаем!"
"1783250","1784170"," — он поджал губы. "
"1784270","1785490"," — Есть проблема."
"1786130","1790090"," Некоторые наемники возмущены, считают это нарушением контракта."
"1790650","1792330"," Неприятно, но ожидаемо. "
"1792790","1795430"," И, конечно же, старейшины не захотели решить это"
"1795430","1795730"," сами."
"1796250","1797710"," Очередной урок проверка."
"1798490","1798970"," Я не стал. "
